City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2019-06-26,70.03,136.54,24.95,213.58,136.58,,24.95,28.94,52.14,6.3,80.04,1.48,469.0,Severe
Ahmedabad,2019-06-27,60.03,109.4,25.55,176.24,117.3,,25.55,35.87,52.95,6.3,80.04,1.48,436.0,Severe
Ahmedabad,2019-06-28,49.43,102.77,29.88,164.64,114.39,,29.88,44.06,31.31,6.3,80.04,1.48,517.0,Severe
Ahmedabad,2019-06-29,59.63,112.5,41.59,184.07,141.36,,41.59,38.49,21.31,6.3,80.04,1.48,640.0,Severe
Ahmedabad,2019-06-30,53.13,117.3,29.06,107.86,84.37,,29.06,30.43,43.43,6.23,79.21,1.46,465.0,Severe
Ahmedabad,2019-07-01,43.22,104.74,28.45,168.15,117.79,,28.45,40.42,69.91,6.23,79.21,1.46,486.0,Severe
Ahmedabad,2019-07-02,44.75,114.84,24.72,119.51,88.78,,24.72,48.21,58.82,6.3,80.04,1.48,446.0,Severe
Ahmedabad,2019-07-03,44.27,96.61,24.13,118.73,95.73,,24.13,47.13,49.16,6.3,80.04,1.48,426.0,Severe
Ahmedabad,2019-07-04,47.77,102.68,39.11,144.03,114.85,,39.11,44.8,21.77,6.3,80.04,1.48,534.0,Severe
Ahmedabad,2019-07-05,47.88,116.88,37.12,106.12,94.1,,37.12,35.22,23.22,6.3,80.04,1.48,610.0,Severe
Ahmedabad,2019-07-06,47.71,100.89,34.67,171.04,122.97,,34.67,40.63,21.04,6.3,80.04,1.48,491.0,Severe
Ahmedabad,2019-07-07,34.72,80.67,26.15,148.91,102.6,,26.15,32.86,50.85,6.3,80.04,1.48,451.0,Severe
Ahmedabad,2019-07-08,37.99,113.3,35.85,113.12,96.06,,35.85,32.57,27.37,6.3,80.04,1.48,509.0,Severe
Ahmedabad,2019-07-09,41.69,120.12,36.14,137.36,108.22,,36.14,30.42,27.49,6.3,80.04,1.48,491.0,Severe
Ahmedabad,2019-07-10,45.31,128.97,40.51,157.22,122.89,,40.51,31.64,33.43,6.3,80.04,1.48,524.0,Severe
Ahmedabad,2019-07-11,43.48,116.84,37.34,103.67,93.15,,37.34,91.4,30.35,6.3,80.04,1.48,575.0,Severe
Ahmedabad,2019-07-12,41.97,109.2,30.92,107.17,87.53,,30.92,96.35,34.38,6.3,80.04,1.48,490.0,Severe
Ahmedabad,2019-07-13,38.49,101.6,36.22,117.03,98.39,,36.22,103.19,33.11,6.3,80.04,1.48,503.0,Severe
Ahmedabad,2019-07-14,41.7,109.85,24.82,102.72,78.41,,24.82,102.03,49.25,6.3,80.04,1.48,469.0,Severe
Ahmedabad,2019-07-15,42.43,116.7,32.1,114.44,92.42,,32.1,142.27,38.2,6.3,80.04,1.48,455.0,Severe
Ahmedabad,2019-07-16,38.99,114.94,31.97,103.79,87.09,,31.97,156.48,32.57,6.3,80.04,1.48,488.0,Severe
Ahmedabad,2019-07-17,34.92,114.11,30.5,110.39,88.63,,30.5,116.97,37.07,6.3,80.04,1.48,513.0,Severe
Ahmedabad,2019-07-18,32.7,105.78,26.0,103.72,80.25,,26.0,132.41,45.92,6.3,80.04,1.48,466.0,Severe
Ahmedabad,2019-07-19,44.65,120.74,25.34,135.12,94.8,,25.34,104.15,58.38,6.3,80.04,1.48,429.0,Severe
Ahmedabad,2019-07-20,51.63,130.55,27.48,156.06,107.47,,27.48,109.13,52.03,6.3,80.04,1.48,459.0,Severe
Ahmedabad,2019-07-21,48.67,104.86,17.33,152.96,94.37,,17.33,92.83,76.38,6.3,80.04,1.48,385.0,Very Poor
Ahmedabad,2019-07-22,37.73,82.63,13.1,115.28,71.17,,13.1,53.67,113.3,6.3,80.04,1.48,309.0,Very Poor
Ahmedabad,2019-07-23,73.98,202.3,17.81,168.45,107.32,,17.81,35.04,70.3,6.3,80.04,1.48,587.0,Severe
Ahmedabad,2019-07-24,52.55,172.36,27.02,99.11,79.15,,27.02,46.88,57.81,6.3,80.04,1.48,482.0,Severe
Ahmedabad,2019-07-25,48.26,165.97,35.25,157.23,116.89,,35.25,50.5,29.11,6.3,80.04,1.48,502.0,Severe
Ahmedabad,2019-07-26,46.8,98.91,34.26,32.44,54.89,,34.26,57.06,42.64,6.3,80.04,1.48,469.0,Severe
Ahmedabad,2019-07-27,39.43,98.23,26.55,43.0,50.78,,26.55,94.84,52.09,6.23,79.17,1.46,413.0,Severe
Ahmedabad,2019-07-28,47.55,100.1,32.36,30.99,49.24,,32.36,83.52,47.92,6.17,78.37,1.45,478.0,Severe
Ahmedabad,2019-07-29,43.84,148.04,33.11,42.69,58.58,,33.11,70.53,64.25,6.3,80.04,1.48,515.0,Severe
Ahmedabad,2019-07-30,41.45,,31.74,30.62,50.01,,31.74,63.85,43.27,5.77,71.74,1.7,461.0,Severe
Ahmedabad,2019-07-31,28.8,,32.52,50.61,61.74,,32.52,53.38,34.57,2.88,24.5,3.39,,
Ahmedabad,2019-08-01,47.31,110.65,59.19,23.06,66.37,,59.19,50.69,24.93,2.88,24.5,3.39,957.0,Severe
Ahmedabad,2019-08-02,56.72,139.31,45.45,45.13,68.12,,45.45,52.12,28.08,2.88,24.5,3.39,685.0,Severe
Ahmedabad,2019-08-03,45.43,118.95,36.56,30.0,55.58,,36.56,41.96,30.53,2.51,28.31,1.94,492.0,Severe
Ahmedabad,2019-08-04,37.7,106.26,25.9,37.43,47.63,,25.9,39.98,40.88,2.14,32.05,0.52,464.0,Severe
Ahmedabad,2019-08-05,43.43,153.39,29.34,33.44,49.72,,29.34,44.51,43.28,2.14,32.05,0.52,477.0,Severe
Ahmedabad,2019-08-06,50.53,181.39,38.94,57.64,70.29,,38.94,39.45,41.18,2.14,32.05,0.52,564.0,Severe
Ahmedabad,2019-08-07,60.09,199.34,40.91,30.12,60.02,,40.91,40.22,26.52,2.14,32.05,0.52,545.0,Severe
Ahmedabad,2019-08-08,57.61,195.84,35.46,47.73,62.52,,35.46,39.76,37.96,2.12,31.72,0.51,530.0,Severe
Ahmedabad,2019-08-09,44.1,99.59,26.54,72.53,65.64,,26.54,42.51,45.15,2.14,32.05,0.52,448.0,Severe
Ahmedabad,2019-08-10,22.26,50.03,28.38,41.31,52.51,,28.38,45.34,37.92,2.14,32.05,0.52,440.0,Severe
Ahmedabad,2019-08-11,37.97,95.65,33.04,39.57,56.91,,33.04,39.94,34.34,2.14,32.05,0.52,452.0,Severe
Ahmedabad,2019-08-12,46.3,160.82,40.24,47.9,65.63,,40.24,41.94,33.06,2.1,31.38,0.51,573.0,Severe
Ahmedabad,2019-08-13,41.77,175.24,28.77,49.65,57.0,,28.77,37.04,47.71,2.14,32.05,0.52,467.0,Severe
Ahmedabad,2019-08-14,47.52,184.48,33.11,36.01,55.0,,33.11,40.95,41.86,2.14,32.05,0.52,492.0,Severe
Ahmedabad,2019-08-15,50.55,117.04,31.12,52.84,61.24,,31.12,39.98,31.08,2.14,32.05,0.52,471.0,Severe
Ahmedabad,2019-08-16,27.6,75.1,33.81,48.35,60.52,,33.81,42.4,34.06,2.14,32.05,0.52,505.0,Severe
Ahmedabad,2019-08-17,41.4,143.82,30.09,41.39,53.51,,30.09,40.05,42.78,2.14,32.05,0.52,473.0,Severe
Ahmedabad,2019-08-18,44.46,134.58,36.78,73.54,77.37,,36.78,37.46,45.93,2.14,32.05,0.52,539.0,Severe
Ahmedabad,2019-08-19,39.88,184.17,34.38,60.79,67.29,,34.38,26.36,55.36,2.1,31.43,0.51,627.0,Severe
Ahmedabad,2019-08-20,46.58,138.91,26.7,53.62,56.13,,26.7,45.91,61.08,2.14,32.05,0.52,466.0,Severe
Ahmedabad,2019-08-21,36.44,151.31,24.36,60.1,54.16,,24.36,40.9,69.33,2.03,30.38,0.49,465.0,Severe
Ahmedabad,2019-08-22,45.37,176.7,24.41,64.69,59.39,,24.41,43.82,68.52,2.14,32.05,0.52,462.0,Severe
Ahmedabad,2019-08-23,47.67,182.75,25.81,53.56,53.89,,25.81,51.27,57.64,2.14,32.05,0.52,523.0,Severe
Ahmedabad,2019-08-24,41.31,142.75,18.93,55.93,48.86,,18.93,37.66,76.75,,,,385.0,Very Poor
Ahmedabad,2019-08-25,30.82,119.98,21.13,57.44,52.11,,21.13,39.97,69.77,,,,360.0,Very Poor
Ahmedabad,2019-08-26,45.77,164.31,36.07,56.76,68.79,,36.07,55.67,29.03,2.14,32.05,0.52,532.0,Severe
Ahmedabad,2019-08-27,58.51,142.29,46.11,36.67,70.31,,46.11,44.52,24.36,2.14,32.05,0.52,651.0,Severe
Ahmedabad,2019-08-28,36.1,88.66,27.22,46.87,53.9,,27.22,40.52,51.74,2.14,32.05,0.52,434.0,Severe
Ahmedabad,2019-08-29,38.5,93.7,37.89,47.69,66.19,,37.89,63.22,28.61,2.14,32.05,0.52,517.0,Severe
Ahmedabad,2019-08-30,40.53,118.21,36.0,43.33,61.43,,36.0,49.29,32.49,2.14,32.05,0.52,563.0,Severe
Ahmedabad,2019-08-31,37.05,111.11,30.71,48.51,58.68,,30.71,46.13,37.33,2.14,32.05,0.52,464.0,Severe
Ahmedabad,2019-09-01,31.28,87.45,24.16,47.49,50.72,,24.16,47.71,47.56,2.14,32.05,0.52,420.0,Severe
Ahmedabad,2019-09-02,25.64,69.07,25.23,52.47,54.36,,25.23,48.58,44.0,2.14,32.05,0.52,419.0,Severe
Ahmedabad,2019-09-03,40.18,82.81,29.4,49.59,57.71,,29.4,50.91,42.54,2.14,32.05,0.52,447.0,Severe
Ahmedabad,2019-09-04,39.16,86.22,16.72,62.06,49.34,,16.72,48.32,77.97,2.14,32.05,0.52,401.0,Severe
Ahmedabad,2019-09-05,45.55,69.01,20.81,82.99,64.08,,20.81,50.79,73.91,2.14,32.05,0.52,446.0,Severe
Ahmedabad,2019-09-06,55.43,80.39,22.28,81.63,67.29,,22.28,50.6,84.1,2.14,32.05,0.52,432.0,Severe
Ahmedabad,2019-09-07,35.05,77.28,25.02,54.26,54.98,,25.02,48.29,53.43,2.14,32.05,0.52,454.0,Severe
Ahmedabad,2019-09-08,33.15,59.41,18.87,48.34,45.05,,18.87,44.03,57.52,2.14,32.05,0.52,408.0,Severe
Ahmedabad,2019-09-09,38.7,69.84,21.33,61.48,54.01,,21.33,53.34,71.99,2.14,32.05,0.52,381.0,Very Poor
Ahmedabad,2019-09-10,45.2,69.26,23.33,72.02,63.4,,23.33,50.39,39.15,2.14,32.05,0.52,468.0,Severe
Ahmedabad,2019-09-11,59.4,196.25,45.92,46.05,74.61,,45.92,81.09,33.47,2.17,32.76,0.55,,
Ahmedabad,2019-09-12,,,49.78,39.61,79.26,,49.78,52.59,22.98,2.14,32.05,0.52,,
Ahmedabad,2019-09-13,64.45,,51.32,58.92,82.4,,51.32,66.72,9.64,2.14,32.05,0.52,,
Ahmedabad,2019-09-14,59.96,,40.14,69.61,82.74,,40.14,64.63,13.0,2.14,32.05,0.52,629.0,Severe
Ahmedabad,2019-09-15,66.21,171.53,37.54,44.57,56.46,,37.54,68.54,20.67,2.14,32.05,0.52,793.0,Severe
Ahmedabad,2019-09-16,38.0,107.96,23.87,53.2,52.89,,23.87,63.42,26.28,2.14,32.05,0.52,495.0,Severe
Ahmedabad,2019-09-17,44.41,102.31,36.34,236.79,156.68,,36.34,59.59,32.92,2.14,32.05,0.52,528.0,Severe
Ahmedabad,2019-09-18,50.66,126.48,25.45,94.87,76.75,,25.45,33.42,34.64,2.14,32.05,0.52,570.0,Severe
Ahmedabad,2019-09-19,73.61,133.78,31.7,129.85,99.5,,31.7,78.7,31.11,2.93,35.37,2.65,708.0,Severe
Ahmedabad,2019-09-20,27.17,55.41,11.26,61.34,42.53,,11.26,78.36,42.49,0.66,0.04,0.02,314.0,Very Poor
Ahmedabad,2019-09-21,39.27,73.22,17.41,132.09,84.28,,17.41,82.79,48.66,,,,386.0,Very Poor
Ahmedabad,2019-09-22,45.4,85.77,13.26,128.45,77.78,,13.26,90.46,51.35,,,,356.0,Very Poor
Ahmedabad,2019-09-23,59.74,108.29,19.33,112.62,76.98,,19.33,114.51,43.41,0.96,19.48,1.7,398.0,Very Poor
Ahmedabad,2019-09-24,58.49,89.47,18.72,124.86,82.26,,18.72,102.52,60.11,1.31,23.57,2.28,476.0,Severe
Ahmedabad,2019-09-25,61.46,103.64,23.56,112.12,81.56,,23.56,81.76,60.38,1.15,23.41,2.04,572.0,Severe
Ahmedabad,2019-09-26,39.34,59.29,18.91,96.73,68.75,,18.91,90.49,48.71,1.15,23.37,2.04,427.0,Severe
Ahmedabad,2019-09-27,28.2,40.35,18.36,80.73,60.32,,18.36,82.95,40.22,1.15,23.37,2.04,466.0,Severe
Ahmedabad,2019-09-28,30.18,48.65,24.72,99.02,76.5,,24.72,82.66,34.33,1.15,23.37,2.04,438.0,Severe
Ahmedabad,2019-09-29,20.71,44.65,14.94,79.1,55.63,,14.94,107.18,33.31,1.15,23.37,2.04,432.0,Severe
Ahmedabad,2019-09-30,21.94,34.95,11.62,65.04,44.98,,11.62,101.99,42.88,1.15,23.37,2.04,322.0,Very Poor
Ahmedabad,2019-10-01,33.66,56.01,11.85,92.52,58.64,,11.85,137.97,72.52,1.15,23.37,2.04,266.0,Poor
Ahmedabad,2019-10-02,51.11,106.2,21.47,118.26,82.17,,21.47,129.38,41.28,1.15,23.37,2.04,430.0,Severe
Ahmedabad,2019-10-03,57.08,126.9,18.9,98.77,69.73,,18.9,99.59,43.21,14.63,27.09,4.1,528.0,Severe
Ahmedabad,2019-10-04,49.88,127.47,25.05,101.3,77.98,,25.05,120.8,48.48,40.9,27.42,6.04,512.0,Severe
Ahmedabad,2019-10-05,57.65,138.99,49.58,168.74,138.85,,49.58,153.44,41.05,1.15,23.37,2.04,614.0,Severe
Ahmedabad,2019-10-06,68.62,117.69,55.22,132.77,102.54,,55.22,158.04,68.56,1.15,23.37,2.04,954.0,Severe
Ahmedabad,2019-10-07,99.81,155.39,36.34,162.56,119.48,,36.34,146.33,68.81,1.15,23.37,2.04,1217.0,Severe
Ahmedabad,2019-10-08,73.52,153.75,45.99,171.17,132.92,,45.99,154.99,70.66,1.15,23.37,2.04,659.0,Severe
Ahmedabad,2019-10-09,108.07,195.19,82.73,204.06,176.45,,82.73,130.56,67.73,1.15,23.37,2.04,1389.0,Severe
Ahmedabad,2019-10-10,117.13,188.14,59.24,199.03,144.33,,59.24,134.87,62.92,1.15,23.37,2.04,1195.0,Severe
Ahmedabad,2019-10-11,70.26,153.84,34.88,211.8,143.1,,34.88,139.0,67.9,1.15,23.37,2.04,615.0,Severe
Ahmedabad,2019-10-12,109.48,212.8,68.52,245.62,197.94,,68.52,178.58,54.14,1.15,23.37,2.04,904.0,Severe
Ahmedabad,2019-10-13,194.36,335.86,119.3,207.05,223.66,,119.3,,27.16,1.15,23.37,2.04,1595.0,Severe
Ahmedabad,2019-10-14,98.5,231.88,45.18,221.25,160.39,,45.18,172.85,69.56,1.15,23.37,2.04,,
Ahmedabad,2019-10-15,96.74,208.83,57.78,229.45,160.83,,57.78,156.5,59.05,1.15,23.37,2.04,919.0,Severe
Ahmedabad,2019-10-16,90.7,188.75,51.18,219.01,162.35,,51.18,135.76,77.07,1.15,23.37,2.04,1190.0,Severe
Ahmedabad,2019-10-17,100.06,175.79,39.85,239.1,160.51,,39.85,134.84,59.32,1.15,23.37,2.04,956.0,Severe
Ahmedabad,2019-10-18,109.01,174.56,40.53,217.53,148.54,,40.53,,73.44,1.15,23.37,2.04,1124.0,Severe
Ahmedabad,2019-10-19,87.87,154.68,6.94,186.56,98.87,,6.94,100.46,93.28,1.15,23.37,2.04,318.0,Very Poor
Ahmedabad,2019-10-20,89.05,129.36,5.69,159.1,83.99,,5.69,105.73,76.58,1.15,23.37,2.04,228.0,Poor
Ahmedabad,2019-10-21,81.62,118.57,1.7,121.02,60.92,,1.7,117.2,114.49,1.15,23.37,2.04,225.0,Poor
Ahmedabad,2019-10-22,84.9,128.62,3.67,108.85,57.21,,3.67,113.16,133.14,1.15,23.37,2.04,258.0,Poor
Ahmedabad,2019-10-23,46.84,83.85,6.05,114.63,62.81,,6.05,118.83,91.42,1.15,23.37,2.04,249.0,Poor
Ahmedabad,2019-10-24,53.59,106.77,4.79,152.09,79.64,,4.79,119.97,116.38,1.15,23.37,2.04,270.0,Poor
Ahmedabad,2019-10-25,82.74,148.8,7.26,186.72,99.36,,7.26,133.53,90.23,1.15,23.37,2.04,334.0,Very Poor
Ahmedabad,2019-10-26,62.7,108.91,1.41,86.91,43.97,,1.41,88.46,162.43,1.15,23.37,2.04,273.0,Poor
Ahmedabad,2019-10-27,57.54,81.3,7.32,72.14,43.54,,7.32,120.11,103.24,1.15,23.37,2.04,199.0,Moderate
Ahmedabad,2019-10-28,75.12,158.06,7.95,68.64,42.55,,7.95,106.2,55.96,1.15,23.37,2.04,212.0,Poor
Ahmedabad,2019-10-29,37.74,93.24,7.42,62.2,38.81,,7.42,110.11,51.34,1.15,23.37,2.04,200.0,Moderate
Ahmedabad,2019-10-30,20.1,52.97,16.72,74.41,55.36,,16.72,134.66,50.0,1.15,23.37,2.04,305.0,Very Poor
Ahmedabad,2019-10-31,54.57,135.53,22.31,115.84,81.95,,22.31,129.06,51.69,1.15,23.37,2.04,502.0,Severe
Ahmedabad,2019-11-01,63.17,145.88,9.85,112.58,66.15,,9.85,136.87,46.54,1.15,23.37,2.04,362.0,Very Poor
Ahmedabad,2019-11-02,42.27,111.98,10.87,87.8,55.23,,10.87,129.66,39.52,1.15,23.37,2.04,275.0,Poor
Ahmedabad,2019-11-03,33.68,69.15,23.59,115.67,83.3,,23.59,133.73,36.66,1.44,23.55,1.89,351.0,Very Poor
Ahmedabad,2019-11-04,69.31,112.61,28.8,175.04,118.22,,28.8,136.74,62.53,2.14,27.52,1.91,636.0,Severe
Ahmedabad,2019-11-05,84.29,131.73,17.04,203.26,118.58,,17.04,138.03,59.57,2.14,27.52,1.91,346.0,Very Poor
Ahmedabad,2019-11-06,112.08,171.65,28.47,192.27,126.26,,28.47,120.4,79.31,2.14,27.52,1.91,561.0,Severe
Ahmedabad,2019-11-07,56.86,79.47,15.77,156.28,94.22,,15.77,163.2,46.86,2.14,27.52,1.91,358.0,Very Poor
Ahmedabad,2019-11-08,64.96,92.32,14.87,157.51,93.79,,14.87,174.83,27.22,2.14,27.52,1.91,316.0,Very Poor
Ahmedabad,2019-11-09,48.99,107.67,14.05,163.7,95.88,,14.05,167.13,38.58,2.14,27.52,1.91,358.0,Very Poor
Ahmedabad,2019-11-10,68.07,133.46,9.16,155.92,86.5,,9.16,168.45,51.38,2.14,27.52,1.91,282.0,Poor
Ahmedabad,2019-11-11,84.08,170.94,17.69,208.92,122.08,,17.69,,49.3,2.14,27.52,1.91,289.0,Poor
Ahmedabad,2019-11-12,100.47,217.53,47.92,292.02,197.09,,47.92,,34.64,2.14,27.52,1.91,733.0,Severe
Ahmedabad,2019-11-13,88.0,145.34,18.8,226.03,131.69,,18.8,,32.59,2.14,27.52,1.91,638.0,Severe
Ahmedabad,2019-11-14,49.19,116.2,20.01,202.95,121.82,,20.01,155.16,27.68,2.14,27.52,1.91,415.0,Severe
Ahmedabad,2019-11-15,43.56,94.58,10.3,121.43,70.98,,10.3,145.89,16.36,2.14,27.52,1.91,411.0,Severe
Ahmedabad,2019-11-16,70.05,133.55,28.74,145.72,103.85,,28.74,156.97,16.41,2.14,27.52,1.91,433.0,Severe
Ahmedabad,2019-11-17,58.66,78.4,29.52,136.69,100.34,,29.52,135.46,16.08,2.14,27.52,1.91,632.0,Severe
Ahmedabad,2019-11-18,62.15,94.91,42.34,147.33,120.16,,42.34,143.33,15.8,2.14,27.52,1.91,883.0,Severe
Ahmedabad,2019-11-19,52.04,85.17,39.43,112.69,99.94,,39.43,158.25,15.84,2.14,27.52,1.91,884.0,Severe
Ahmedabad,2019-11-20,46.54,93.8,34.48,97.74,87.15,,34.48,172.68,16.99,2.14,27.52,1.91,552.0,Severe
Ahmedabad,2019-11-21,55.43,91.22,17.98,109.17,73.76,,17.98,157.33,15.43,2.14,27.52,1.91,662.0,Severe
Ahmedabad,2019-11-22,55.5,95.86,17.1,99.44,68.01,,17.1,176.88,16.02,2.14,27.52,1.91,356.0,Very Poor
Ahmedabad,2019-11-23,58.97,104.2,19.45,106.63,74.19,,19.45,132.97,14.99,2.14,27.52,1.91,477.0,Severe
Ahmedabad,2019-11-24,60.38,98.67,17.72,98.24,68.13,,17.72,137.97,16.21,2.14,27.52,1.91,443.0,Severe
Ahmedabad,2019-11-25,73.87,106.75,20.3,110.17,76.89,,20.3,127.11,15.31,2.14,27.52,1.91,378.0,Very Poor
Ahmedabad,2019-11-26,64.06,101.44,16.8,92.88,64.46,,16.8,139.64,30.45,1.83,31.73,1.78,441.0,Severe
Ahmedabad,2019-11-27,53.91,108.89,11.11,98.4,60.11,,11.11,142.7,46.08,4.92,38.32,2.02,411.0,Severe
Ahmedabad,2019-11-28,38.15,89.99,7.78,140.56,77.43,,7.78,166.39,40.11,1.46,23.05,1.8,236.0,Poor
Ahmedabad,2019-11-29,48.47,87.26,5.55,103.61,56.87,,5.55,186.08,44.3,3.84,46.94,1.65,212.0,Poor
Ahmedabad,2019-11-30,46.95,86.39,8.07,86.67,51.48,,8.07,147.78,41.06,3.5,43.31,1.72,199.0,Moderate
Ahmedabad,2019-12-01,43.06,79.08,5.26,81.68,45.84,,5.26,137.18,42.68,2.75,35.25,1.87,248.0,Poor
Ahmedabad,2019-12-02,46.74,76.39,4.02,60.49,34.1,,4.02,112.45,48.16,2.75,35.25,1.87,192.0,Moderate
Ahmedabad,2019-12-03,41.61,83.5,3.87,54.14,30.83,,3.87,123.27,57.81,2.75,35.25,1.87,134.0,Moderate
Ahmedabad,2019-12-04,77.66,99.48,4.32,62.09,35.21,,4.32,93.11,51.79,2.75,35.25,1.87,140.0,Moderate
Ahmedabad,2019-12-05,65.48,121.86,7.8,82.62,48.13,,7.8,66.09,42.3,2.75,35.25,1.87,197.0,Moderate
Ahmedabad,2019-12-06,64.87,122.33,14.15,71.51,50.36,,14.15,36.29,47.75,,,,344.0,Very Poor
Ahmedabad,2019-12-07,93.24,157.33,9.08,83.89,51.27,,9.08,36.22,53.07,,,,276.0,Poor
Ahmedabad,2019-12-08,92.26,135.81,12.09,76.33,51.02,,12.09,31.8,53.65,,,,293.0,Poor
Ahmedabad,2019-12-09,78.95,123.59,12.83,54.51,38.77,,12.83,41.87,54.56,,,,329.0,Very Poor
Ahmedabad,2019-12-10,86.88,143.98,26.73,35.11,36.8,,26.73,58.5,35.3,,,,458.0,Severe
Ahmedabad,2019-12-11,72.3,118.19,26.27,24.48,29.66,,26.27,54.58,32.36,,,,538.0,Severe
Ahmedabad,2019-12-12,62.39,116.84,14.39,14.9,16.14,,14.39,60.87,24.18,,,,520.0,Severe
Ahmedabad,2019-12-13,52.59,92.57,6.92,11.32,10.69,,6.92,25.09,23.94,,,,242.0,Poor
Ahmedabad,2019-12-14,63.33,99.3,4.66,14.79,10.69,,4.66,29.4,24.07,,,,157.0,Moderate
Ahmedabad,2019-12-15,48.58,93.92,2.56,12.0,7.76,,2.56,20.56,27.73,,,,177.0,Moderate
Ahmedabad,2019-12-16,45.47,89.73,5.2,20.62,13.94,,5.2,18.8,30.45,,,,145.0,Moderate
Ahmedabad,2019-12-17,54.42,102.4,5.67,25.45,16.65,,5.67,26.19,29.22,,,,237.0,Poor
Ahmedabad,2019-12-18,72.45,116.1,8.84,25.88,19.22,,8.84,29.77,24.83,,,,231.0,Poor
Ahmedabad,2019-12-19,89.97,155.63,28.91,28.82,33.61,,28.91,39.43,18.76,,,,391.0,Very Poor
Ahmedabad,2019-12-20,104.25,163.95,29.17,23.33,32.46,,29.17,35.42,15.46,,,,712.0,Severe
Ahmedabad,2019-12-21,64.25,121.71,10.97,34.29,24.92,,10.97,73.34,12.43,,,,206.0,Poor
Ahmedabad,2019-12-22,60.17,104.08,3.75,18.36,11.75,,3.75,39.26,8.94,,,,170.0,Moderate
Ahmedabad,2019-12-23,57.99,97.02,2.2,17.47,10.16,,2.2,52.32,6.35,,,,113.0,Moderate
Ahmedabad,2019-12-24,49.63,95.51,1.89,19.99,11.16,,1.89,79.47,4.87,,,,113.0,Moderate
Ahmedabad,2019-12-25,53.0,98.1,4.07,20.11,12.85,,4.07,69.13,5.4,,,,166.0,Moderate
Ahmedabad,2019-12-26,52.77,95.25,6.64,31.26,20.2,,6.64,50.74,10.61,,,,216.0,Poor
Ahmedabad,2019-12-27,39.89,83.69,17.34,50.41,37.37,,17.34,53.83,19.03,,,,381.0,Very Poor
Ahmedabad,2019-12-28,43.95,85.68,11.4,45.51,30.71,,11.4,73.27,19.15,,,,288.0,Poor
Ahmedabad,2019-12-29,53.52,89.41,30.94,43.92,44.52,,30.94,49.84,23.66,,,,398.0,Very Poor
Ahmedabad,2019-12-30,69.1,115.57,34.49,45.08,45.8,,34.49,68.73,23.67,66.38,271.92,65.59,703.0,Severe
Ahmedabad,2019-12-31,74.18,126.67,6.36,22.77,15.85,,6.36,95.2,23.67,3.62,17.96,2.74,385.0,Very Poor
Ahmedabad,2020-01-01,79.57,131.62,3.78,12.64,8.99,,3.78,27.7,23.67,4.21,31.42,2.52,216.0,Poor
Ahmedabad,2020-01-02,72.59,128.86,3.63,14.38,9.73,,3.63,23.96,23.67,3.71,31.14,2.52,162.0,Moderate
Ahmedabad,2020-01-03,69.54,128.99,7.06,15.13,12.65,,7.06,35.78,23.66,4.78,31.14,2.52,220.0,Poor
Ahmedabad,2020-01-04,66.2,138.47,8.97,20.79,16.84,,8.97,38.98,23.65,4.12,31.14,2.52,254.0,Poor
Ahmedabad,2020-01-05,55.99,110.41,5.41,15.34,11.53,,5.41,45.83,23.61,3.3,31.14,2.52,255.0,Poor
Ahmedabad,2020-01-06,46.96,109.44,7.17,16.88,13.58,,7.17,38.11,23.64,2.75,31.14,2.52,175.0,Moderate
Ahmedabad,2020-01-07,70.06,161.09,7.37,22.67,16.56,,7.37,58.67,23.58,2.75,31.14,2.52,285.0,Poor
Ahmedabad,2020-01-08,61.4,118.44,2.38,16.33,9.74,,2.38,30.54,23.59,2.75,31.14,2.52,157.0,Moderate
Ahmedabad,2020-01-09,38.89,93.4,2.41,14.14,8.7,,2.41,46.78,23.64,2.75,31.14,2.52,129.0,Moderate
Ahmedabad,2020-01-10,56.14,108.83,2.5,11.65,7.55,,2.5,26.75,23.58,2.75,31.14,2.52,129.0,Moderate
Ahmedabad,2020-01-11,59.96,109.98,2.38,14.37,8.79,,2.38,45.44,23.58,2.75,31.14,2.52,114.0,Moderate
Ahmedabad,2020-01-12,83.9,152.94,8.81,20.66,16.65,,8.81,58.01,23.56,4.42,31.14,2.52,212.0,Poor
Ahmedabad,2020-01-13,89.34,143.84,8.08,19.05,15.32,,8.08,62.71,23.69,4.45,31.14,2.52,368.0,Very Poor
Ahmedabad,2020-01-14,39.83,44.53,3.26,16.42,10.29,,3.26,25.78,23.62,2.72,30.82,2.49,189.0,Moderate
Ahmedabad,2020-01-15,53.27,90.4,3.59,16.01,10.43,,3.59,19.5,23.66,2.72,30.82,2.49,142.0,Moderate
Ahmedabad,2020-01-16,40.07,79.32,3.75,13.41,9.34,,3.75,10.67,23.6,2.75,31.14,2.52,152.0,Moderate
Ahmedabad,2020-01-17,80.24,219.84,20.06,15.61,22.26,,20.06,36.88,23.62,2.36,34.32,2.3,334.0,Very Poor
Ahmedabad,2020-01-18,59.51,106.43,24.98,25.39,30.87,,24.98,71.69,23.57,1.82,38.68,2.0,547.0,Severe
Ahmedabad,2020-01-19,36.05,79.23,13.05,22.26,20.59,,13.05,46.67,23.6,1.82,38.68,2.0,375.0,Very Poor
